Name,Description,CostPrice,TaxRate,CostIncTax,SalePriceIncTax,IsVariablePrice,MarginPerc,TaxExemptEligible,RRPrice,BottleDepositItemName,Barcode,Category,Size,Colour,ProductType,TareWeight,ProductId,AgeRestriction
"Smoked turkey wings 5kg", ,22.99000, ,22.99000,29.99000,,0.233410,,0, , ,Frozen, , ,Standard, ,1155692, 
"Frozen hen legs", ,7.10000, ,7.10000,9.99000,,0.289290,,0, , ,Frozen, , ,Standard, ,1157839, 
"Chicken drumsticks", ,3.34000, ,3.34000,4.99000,,0.330660,,0, , ,"Frozen Protein", , ,Standard, ,1157934, 
"Chicken Thigh 3kg", ,7.80000, ,7.80000,10.99000,,0.290260,,0, , ,"Frozen Protein", , ,Standard, ,1158001, 
"Pluvera Whole Hens", ,3.50000, ,3.50000,4.99000,,0.298600,,0, ,"5425004370051,5425004370051,5412453001636,5412453001629","Frozen Protein", , ,Standard, ,1158017, 
"Whole pounded Oat flour", ,3.67000, ,3.67000,4.99000,,0.264530,,0, ,5010026518248,flour, , ,Standard, ,1166352, 
"Jumbo chicken seasoning", ,3.80000, ,3.80000,5.00000,,0.240000,,0, ,"8410300203155,8410300571322,8410300102854,8410300348030",seasoning, , ,Standard, ,1199552, 
"TS Golden Sella Basmati Rice 5kg", ,8.50000, ,8.50000,10.50000,,0.190480,,0, ,5029788164235,Rice, , ,Standard, ,1208256, 
"TS Golden Sella Basmati Rice 10kg", ,16.00000, ,16.00000,19.99000,,0.199600,,0, ,5029788166475,Rice, , ,Standard, ,1208268, 
"TS Golden Sella Basmati Rice 20kg", ,31.99000, ,31.99000,38.99000,,0.179530,,0, ,5029788180990,Rice, , ,Standard, ,1208288, 
Garlic, ,1.80000, ,1.80000,2.80000,,0.357140,,0, ,"5037069000264,3218365486361",spice, , ,Standard, ,1208460, 
Couscous, ,3.50000, ,3.50000,4.99000,,0.298600,,0, ,3223920690121,Rice, , ,Standard, ,1208545, 
"Evaporated Peak milk", ,1.25000, ,1.25000,1.60000,,0.218750,,0, ,8716200680783,Milk, , ,Standard, ,1216267, 
Kulikuli, ,1.50000, ,1.50000,1.99000,,0.246230,,0, ,444366000098,Snack, , ,Standard, ,1217196, 
"Titus Sardine", ,1.10000, ,1.10000,1.50000,,0.266670,,0, ,6111239500026,Fish, , ,Standard, ,1217472, 
"Joymino Soy Drink", ,0.75000, ,0.75000,1.50000,,0.500000,,0, ,"8851028000945,5065022593812",Drinks, , ,Standard, ,1222460, 
"Joymino Soy Drink Pk of 6", ,4.50000, ,4.50000,7.00000,,0.357140,,0, ,8851028000358,Drinks, , ,Standard, ,1222466, 
"AH Shito Extra Hot 350ml", ,4.20000, ,4.20000,5.49000,,0.234970,,0, ,5061069141986,spice, , ,Standard, ,1222470, 
"Pure Heaven Wine", ,2.00000, ,2.00000,2.99000,,0.331100,,0, ,"5032619300009,5032619310008,5032619300009,5032619310060,5032619300023",Drinks, , ,Standard, ,1226503, 
"Maggi Crayfish", ,3.40000, ,3.40000,4.40000,,0.227270,,0, ,6151100033635,seasoning, , ,Standard, ,1226541, 
"Tumeric 300g", ,2.00000, ,2.00000,2.80000,,0.285710,,0, , ,spice, , ,Standard, ,1227617, 
"Nido 1.8Kg","Nido 1.8Kg",16.70000, ,16.70000,21.99000,,0.240560,,0, ,8715000998654,Milk, , ,Standard, ,1230668, 
"Oxford Cabin Biscuit","Oxford Cabin Biscuit",1.50000, ,1.50000,1.99000,,0.246230,,0, ,6154000239008,Snack, , ,Standard, ,1230700, 
"Dunn River Cornmeal Coarse 1.5kg","Cornmeal Coarse 1.5kg",2.60000, ,2.60000,3.99000,,0.348370,,0, ,5012389008046,flour, , ,Standard, ,1230797, 
"Olu Olu Palm Oil 500ml","Olu Olu Palm Oil 500ml",2.50000, ,2.50000,3.50000,,0.285710,,0, ,6006506000654,Oil, , ,Standard, ,1231155, 
"Konkonte Flour 1Kg","Konkonte Flour 1Kg",1.70000, ,1.70000,2.49000,,0.317270,,0, ,5061004294920,flour, , ,Standard, ,1231274, 
Couscous,Couscous,3.50000, ,3.50000,4.50000,,0.222220,,0, , ,Grocery, , ,Standard, ,1232864, 
Couscous,Couscous,3.50000, ,3.50000,4.50000,,0.222220,,0, ,3223920690121,Grocery, , ,Standard, ,1232866, 
Couscous,Couscous,3.50000, ,3.50000,4.50000,,0.222220,,0, ,3223920690121,Grocery, , ,Standard, ,1232867, 
"maggi Liquid Hot","maggi Liquid Hot",1.10000, ,1.10000,1.50000,,0.266670,,0, ,"5900085011180,8715000029716",seasoning, , ,Standard, ,1232874, 
"Cocoyam Fufu","Cocoyam Fufu",3.50000, ,3.50000,4.99000,,0.298600,,0, ,5020580553265, , , ,Standard, ,1232878, 
"Tetmosol Soap Pk of 6","Tetmosol Soap Pk of 6",7.20000, ,7.20000,9.00000,,0.200000,,0, , ,soap, , ,Standard, ,1232883, 
"Kilishi 70g","Kilishi 70g",2.50000, ,2.50000,3.99000,,0.373430,,0, ,"076817395530,3343006594201",Snack, , ,Standard, ,1232885, 
"Blue Band 450g","Blue Band 450g",2.92000, ,2.92000,3.99000,,0.268170,,0, ,"6034000482607,6034000482492",Groceries, , ,Standard, ,1232888, 
"Shea Butter","Shea Butter",4.00000, ,4.00000,5.50000,,0.272730,,0, ,5060110135868,Groceries, , ,Standard, ,1232891, 
"Blueband small","Blueband small",1.47000, ,1.47000,2.30000,,0.360870,,0, ,6034000482584,Groceries, , ,Standard, ,1232898, 
Kaddu,Kaddu,3.20000, ,3.20000,4.00000,,0.200000,,0, , ,vegetrables, , ,Weighed, ,1232899, 
Matoke,Matoke,3.00000, ,3.00000,4.00000,,0.250000,,0, , ,Fruit, , ,Weighed, ,1232901, 
Oziza,Oziza,1.50000, ,1.50000,2.00000,,0.250000,,0, , ,vegetrables, , ,Standard, ,1232902, 
"Curry Leaf","Curry Leaf",1.00000, ,1.00000,1.30000,,0.230770,,0, , ,vegetrables, , ,Standard, ,1232903, 
"Oha Leaf","Oha Leaf",1.70000, ,1.70000,2.00000,,0.150000,,0, , ,vegetrables, , ,Standard, ,1232904, 
Aboniki,Aboniki,0.84000, ,0.84000,1.20000,,0.300000,,0, ,6156000046105,Groceries, , ,Standard, ,1232906, 
"Frozen Peeled Garlic","Frozen Peeled Garlic",2.50000, ,2.50000,3.99000,,0.373430,,0, , ,vegetrables, , ,Standard, ,1232907, 
Eddoes,Cocoyam,3.86000, ,3.86000,4.99000,,0.226450,,0, , ,Tubers, , ,Weighed, ,1232908, 
"Rajah Haloli","Rajah Haloli",2.80000, ,2.80000,3.80000,,0.263160,,0, ,5015821146566,Drinks, , ,Standard, ,1232909, 
okra,okra,5.34000, ,5.34000,7.50000,,0.288000,,0, , ,vegetrables, , ,Weighed, ,1232911, 
"Fenn Greekseed","Fenn Greekseed",1.70000, ,1.70000,2.30000,,0.260870,,0, ,5015821149703,Groceries, , ,Standard, ,1232912, 
"Green Cardamon","Green Cardamon",1.60000, ,1.60000,2.20000,,0.272730,,0, ,f5027906010624,Groceries, , ,Standard, ,1232913, 
"Fried Onion","Fried Onion",1.80000, ,1.80000,2.50000,,0.280000,,0, ,5027906011645,Groceries, , ,Standard, ,1232914, 
"Garam Masala","Garam Masala",1.82000, ,1.82000,2.50000,,0.272000,,0, ,5015821157807,Groceries, , ,Standard, ,1232915, 
"Masrass Curry Powder","Masrass Curry Powder",1.82000, ,1.82000,2.50000,,0.272000,,0, ,5015821145026,spice, , ,Standard, ,1232916, 
"Vegetable Oil 5L","Vegetable Oil 5L",6.80000, ,6.80000,8.99000,,0.243600,,0, ,5013635101443,Oil, , ,Standard, ,1232918, 
"Dudu Osun Pk of 6","Dudu Osun Pk of 6",4.80000, ,4.80000,6.50000,,0.261540,,0, ,6156000043821,soap, , ,Standard, ,1232919, 
"Delta Soap Pk","Delta Soap Pk",9.00000, ,9.00000,11.99000,,0.249370,,0, ,6156000026183,soap, , ,Standard, ,1232920, 
"Supermalt Pk of  12","Supermalt Pk of  12",13.20000, ,13.20000,16.99000,,0.223070,,0, ,5741000164594,Drinks, , ,Standard, ,1232921, 
"Farouz Pk of 24","Farouz Pk of 24",10.49000, ,10.49000,13.99000,,0.250180,,0, ,5025866004424,Drinks, , ,Standard, ,1232922, 
"Moimoi Leave","Moimoi Leave",1.60000, ,1.60000,2.00000,,0.200000,,0, , ,vegetrables, , ,Standard, ,1232924, 
"Ducros 6","Ducros 6",3.00000, ,3.00000,5.00000,,0.400000,,0, ,"3275920039158,3275920039165",spice, , ,Standard, ,1232926, 
"Dunns River Coconut Milk","Dunns River Coconut Milk",1.20000, ,1.20000,1.60000,,0.250000,,0, ,5012389005014,Milk, , ,Standard, ,1232927, 
"Curry goat seasoning","Curry goat seasoning",0.83000, ,0.83000,1.20000,,0.308330,,0, ,5012389673114,seasoning, , ,Standard, ,1232928, 
"Fish Seasoning 100g","Fish Seasoning 100g",0.88000, ,0.88000,1.20000,,0.266670,,0, ,"5012389670120,5061004293718",seasoning, , ,Standard, ,1232929, 
"Fayrouz Pineapple drink","Fayrouz Pineapple drink",0.80000, ,0.80000,1.00000,,0.200000,,0, ,5025866001652,Drinks, , ,Standard, ,1232930, 
"Semovita 5kg","Semovita 5kg",6.99000, ,6.99000,10.99000,,0.363970,,0, ,6156000051147,flour, , ,Standard, ,1232932, 
"Jubilee Sunflower 1Ltr","Jubilee Sunflower 1Ltr",1.50000, ,1.50000,2.10000,,0.285710,,0, ,8906008816204,Oil, , ,Standard, ,1232933, 
"Jubilee Sunflower Oil 5Ltr","Jubilee Sunflower Oil 5Ltr",6.50000, ,6.50000,8.99000,,0.276970,,0, ,"8906008815795,5060110131518",Oil, , ,Standard, ,1232934, 
"TS Sunfloweer Oil","TS Vegitable Oil",6.80000, ,6.80000,8.99000,,0.243600,,0, ,5029788174340,Oil, , ,Standard, ,1232935, 
"Peacock Easy cook Rice 10kg","Peacock Easy cook Rice 10kg",13.95000, ,13.95000,16.99000,,0.178930,,0, ,5010225001466,Rice, , ,Standard, ,1232936, 
"Peacock Easy cook Rice 20kg","Peacock Easy cook Rice 20kg",27.90000, ,27.90000,33.99000,,0.179170,,0, ,5010225001978,Rice, , ,Standard, ,1232937, 
"Amigo Apple/strawberry box of 24","Amigo Apple/strawberry box of 24",10.49000, ,10.49000,13.99000,,0.250180,,0, ,5310364000918,Drinks, , ,Standard, ,1232938, 
Amigo,Amigo,0.38000, ,0.38000,0.60000,,0.366670,,0, ,5319990227256,Drinks, , ,Standard, ,1232939, 
"Badia Basil 23.5g","Badia Basil 23.5g",1.20000, ,1.20000,1.80000,,0.333330,,0, ,033844002152,spice, , ,Standard, ,1232941, 
"Badia Onion Powder","Badia Onion Powder",1.84000, ,1.84000,2.50000,,0.264000,,0, ,033844030087,spice, , ,Standard, ,1232942, 
"Badia Chia Seed","Badia Chia Seed",0.60000, ,0.60000,0.90000,,0.333330,,0, ,033844000455,spice, , ,Standard, ,1232943, 
"Badia Chia Seeds 623.7g","Badia Chia Seeds 623.7g",7.00000, ,7.00000,9.99000,,0.299300,,0, ,033844005078,spice, , ,Standard, ,1232944, 
"Badia Iodized Salt 1.13Kg","Badia Iodized Salt 1.13Kg",2.30000, ,2.30000,2.99000,,0.230770,,0, ,033844005085,Groceries, , ,Standard, ,1232945, 
"Badia Jamaican Style Curry","Badia Jamaican Style Curry",5.10000, ,5.10000,6.99000,,0.270390,,0, ,033844005177,spice, , ,Standard, ,1232946, 
"Badia Minced Onion 113.4g","Badia Minced Onion 113.4g",1.70000, ,1.70000,2.50000,,0.320000,,0, ,033844001933,spice, , ,Standard, ,1232947, 
"Badia Nutmeg Whole","Badia Nutmeg Whole",0.60000, ,0.60000,0.90000,,0.333330,,0, ,033844000318, , , ,Standard, ,1232948, 
"Badia Oregano","Badia Oregano",4.30000, ,4.30000,5.99000,,0.282140,,0, ,033844005399,Tea, , ,Standard, ,1232949, 
"Badia Pink Himalaya Salt","Badia Pink Himalaya Salt",1.46000, ,1.46000,1.99000,,0.266330,,0, ,033844003999,Groceries, , ,Standard, ,1232950, 
"Badia Sea Salt Coarse 1kg","Badia Sea Salt Coarse 1kg",4.00000, ,4.00000,4.99000,,0.198400,,0, ,033844008406,Groceries, , ,Standard, ,1232951, 
"Badia Sorreal (Flor de Jamaican)","Badia Sorreal (Flor de Jamaican)",3.90000, ,3.90000,4.99000,,0.218440,,0, ,033844006440,Groceries, , ,Standard, ,1232952, 
"Badia Vinegar and Sea salt seasoning","Badia Vinegar and Sea salt seasoning",1.80000, ,1.80000,2.99000,,0.397990,,0, ,033844001063,seasoning, , ,Standard, ,1232953, 
"Badia White Pepper ground","Badia White Pepper ground",0.45000, ,0.45000,0.65000,,0.307690,,0, ,033844000264,spice, , ,Standard, ,1232954, 
"Bragg Apple Cider Vinegar","Bragg Apple Cider Vinegar",4.60000, ,4.60000,5.99000,,0.232050,,0, ,074305701160,Groceries, , ,Standard, ,1232955, 
"Lespaon Sardine","Labron Sardine",0.96000, ,0.96000,1.30000,,0.261540,,0, ,6111022102017,Groceries, , ,Standard, ,1232960, 
"DR Hot curry powder 500g", ,4.00000, ,4.00000,5.20000,,0.230770,,0, ,5012389100290,spice, , ,Standard, ,1232972, 
"DR Mild curry powder 500g","DR Caribbean Hot curry powder 500g",4.00000, ,4.00000,5.20000,,0.230770,,0, ,5012389100306,spice, , ,Standard, ,1232973, 
"Peacock Easy cook Rice 5kg","Peacock Easy cook",6.99000, ,6.99000,8.99000,,0.222470,,0, ,5010225002111,Rice, , ,Standard, ,1232978, 
"Peacock Golden Sella Rice 10kg","Peacock Golden Sella Rice 10kg",15.99000, ,15.99000,19.99000,,0.200100,,0, ,5010225001756,Rice, , ,Standard, ,1232979, 
"Cloves whole 40g","Cloves whole 40g",0.85000, ,0.85000,1.19000,,0.285710,,0, ,5060331898528,Groceries, , ,Standard, ,1232980, 
"Puregro Farina (Potato Starch) 4kg","Puregro Farina (Potato Starch) 4kg",7.00000, ,7.00000,8.99000,,0.221360,,0, ,5061004291097,flour, , ,Standard, ,1232981, 
"Puregro Kokonte flour 1kg","Puregro Kokonte flour 1kg",1.70000, ,1.70000,2.49000,,0.317270,,0, ,5061069140200,flour, , ,Standard, ,1232982, 
"Puregro Kokonte 3.5kg","Puregro Kokonte 3.5kg",4.80000, ,4.80000,6.49000,,0.260400,,0, ,5061004294890,flour, , ,Standard, ,1232983, 
"Puregro Linseed Brown 100g","Puregro Linseed Brown 100g",0.60000, ,0.60000,0.80000,,0.250000,,0, ,5061004291615,spice, , ,Standard, ,1232984, 
"Puregro Linseed Brown 300g","Puregro Linseed Brown 300g",1.99000, ,1.99000,2.99000,,0.334450,,0, ,5061004291592,spice, , ,Standard, ,1232985, 
"Puregro Plantain Fufu","Puregro Plantain Fufu",4.60000, ,4.60000,5.99000,,0.232050,,0, ,5061004296108,flour, , ,Standard, ,1232987, 
"Puregro Plantain fufu 4Kg","Puregro Plantain fufu 4Kg",12.00000, ,12.00000,15.99000,,0.249530,,0, ,5061004295361,flour, , ,Standard, ,1232988, 
"Puregro Sorrel Hibiscus 250g","Puregro Sorrel Hibiscus 250g",2.30000, ,2.30000,3.49000,,0.340970,,0, ,5061004293978,Groceries, , ,Standard, ,1232990, 
"Puregro whole green Cardamom 50g","Puregro whole green Cardamom 50g",2.45000, ,2.45000,2.80000,,0.125000,,0, ,5061004291677,spice, , ,Standard, ,1232991, 
Broom,Broom,0.84000, ,0.84000,3.00000,,0.720000,,0, , ,Groceries, , ,Standard, ,1232993, 
"Cocosamba 100ml","Cocosamba 100ml",0.63000, ,0.63000,1.50000,,0.580000,,0, , ,Drinks, , ,Standard, ,1232995, 
"Guinness stout small box of 24","Guinness stout small box of 24",30.00000, ,30.00000,45.99000,,0.347680,,0, , ,Drinks, , ,Standard, ,1233001, 
"Guiness Stout 600ml","Guiness Stout 600ml",2.50000, ,2.50000,3.99000,,0.373430,,0, ,5000213012024,Drinks, , ,Standard, ,1233002, 
"Jekonmo 100ml","Jekonmo 100ml",0.63000, ,0.63000,1.50000,,0.580000,,0, , ,Drinks, , ,Standard, ,1233004, 
"Orijin 750ml","Orijin 750ml",5.30000, ,5.30000,7.99000,,0.336670,,0, , ,Drinks, , ,Standard, ,1233006, 
"Sponge net","Sponge net",0.85000, ,0.85000,1.20000,,0.291670,,0, , ,Groceries, , ,Standard, ,1233007, 
"Trophy 600ml","Trophy 600ml",1.84000, ,1.84000,2.70000,,0.318520,,0, , ,Drinks, , ,Standard, ,1233008, 
"Bitter leaf", ,1.70000, ,1.70000,3.00000,,0.433330,,0, , ,vegetrables, , ,Standard, ,1271012, 
kerala,kerala,3.40000, ,3.40000,4.30000,,0.209300,,0, , , , , ,Weighed, ,1278506, 
corn,corn,0.67000, ,0.67000,1.20000,,0.441670,,0, , ,Grocery, , ,Standard, ,1278515, 
Ginger,Ginger,2.30000, ,2.30000,2.80000,,0.178570,,0, , ,spice, , ,Standard, ,1278919, 
"Plantain 1kg",Plantain,2.08000, ,2.08000,2.80000,,0.257140,,0, , ,Groceries, , ,Weighed, ,1278940, 
Lemon,Lemon,2.86000, ,2.86000,3.90000,,0.266670,,0, , ,Fruit, , ,Weighed, ,1279893, 
Pawpaw/Papaya,Pawpaw/Papaya,4.30000, ,4.30000,5.50000,,0.218180,,0, , , , , ,Standard, ,1279912, 
"Garden egg","Garden egg",7.20000, ,7.20000,9.50000,,0.242110,,0, , ,Fruit, , ,Weighed, ,1280029, 
Kaddu,Kaddu,3.80000, ,3.80000,4.99000,,0.238480,,0, , ,Fruit, , ,Weighed, ,1280067, 
"Cow tail", ,12.00000, ,12.00000,13.00000,,0.076920,,0, ,0741813882857,Frozen, , ,Standard, ,1282287, 
"Cow foot 2kg", ,5.99000, ,5.99000,6.99000,,0.143060,,0, , , , , ,Standard, ,1295748, 
Bag, ,0.65000, ,0.65000,0.65000,,0.000000,,0, ,20279097, , , ,Standard, ,1301851, 
"Ayoola Pounded Yam 4.5kg","Ayoola Pounded Yam 4.5kg",13.00000, ,13.00000,16.99000,,0.234840,,0, ,6151100001191,flour, , ,Standard, ,1321859, 
"indomie Peppersoup","indomie Peppersoup",7.99000, ,7.99000,9.99000,,0.200200,,0, , ,noodles, , ,Standard, ,1334900, 
"Chana Masala 100g","Chana Masala 100g",1.00000, ,1.00000,1.50000,,0.333330,,0, ,8902167000089,spice, , ,Standard, ,1334984, 
"Maggi Star 400g (3)", ,3.30000, ,3.30000,5.00000,,0.340000,,0, ,6151100037817,seasoning, , ,Standard, ,1335572, 
"Chicken Masala Powder","Chicken Masala Powder",1.00000, ,1.00000,1.50000,,0.333330,,0, ,8902167000218,spice, , ,Standard, ,1335952, 
"Coriander Powder 100g","Coriander Powder 100g",0.50000, ,0.50000,0.79000,,0.367090,,0, ,5061004298652,spice, , ,Standard, ,1336097, 
"Garam Masala 100g","Garam Masala 100g",1.00000, ,1.00000,1.50000,,0.333330,,0, ,8902167000126,spice, , ,Standard, ,1336111, 
"Kasori Methi  100g","Kasori Methi  100g",1.20000, ,1.20000,1.60000,,0.250000,,0, ,8902167009938,spice, , ,Standard, ,1336122, 
"Puregro Cassava flour 3.5kg","Puregro Cassava flour 3.5kg",4.80000, ,4.80000,6.49000,,0.260400,,0, ,5061004294876,flour, , ,Standard, ,1337791, 
"Cinnamon Sticks 150g","Cinnamon Sticks 150g",2.30000, ,2.30000,3.39000,,0.321530,,0, ,5060331890928,spice, , ,Standard, ,1337806, 
"Cinnamon Sticks 60g","Cinnamon Sticks 60g",1.05000, ,1.05000,1.69000,,0.378700,,0, ,5060331890911,spice, , ,Standard, ,1337884, 
"Supermalt pack of 6", ,4.50000, ,4.50000,6.00000,,0.250000,,0, ,"5741000472309,5741000156650",Drinks, , ,Standard, ,1341200, 
"Supermalt pack of 24", ,17.99000, ,17.99000,22.99000,,0.217490,,0, , ,Drinks, , ,Standard, ,1341207, 
"Supermalt 330ml (12)", ,10.00000, ,10.00000,12.99000,,0.230180,,0, ,5741000164594,Drinks, , ,Standard, ,1341227, 
Supermalt, ,0.84000, ,0.84000,1.20000,,0.300000,,0, ,"5741000134573,5741000132869",Drinks, , ,Standard, ,1341241, 
"Ghana fresh  palm soup 400g","Ghana fresh  palm soup 400g",2.10000, ,2.10000,2.99000,,0.297660,,0, ,"6034000296686,647458031073",Grocery, , ,Standard, ,1341280, 
"Pepsi 250ml","Pepsi 250ml",0.59000, ,0.59000,0.80000,,0.262500,,0, , ,Drinks, , ,Standard, ,1341465, 
Mirinda,Mirinda,0.59000, ,0.59000,1.00000,,0.410000,,0, ,"012000802805,012000804144,012000045271",Drinks, , ,Standard, ,1341883, 
"Sour soup Tea","Sour soup Tea",2.70000, ,2.70000,4.99000,,0.458920,,0, ,5065013887197,Tea, , ,Standard, ,1348202, 
Ugu, ,1.40000, ,1.40000,2.00000,,0.300000,,0, , ,vegetrables, , ,Standard, ,1361417, 
"Peanut paste 500g","Peanut paste 500g",3.07000, ,3.07000,3.99000,,0.230580,,0, ,5060110133635,Grocery, , ,Standard, ,1361431, 
"Catfish cutlet 300g", ,8.00000, ,8.00000,10.99000,,0.272070,,0, , ,Fish, , ,Standard, ,1362763, 
"AH Panla Fish Whole 300g", ,7.20000, ,7.20000,9.99000,,0.279280,,0, , ,Fish, , ,Standard, ,1362789, 
"Jolly Chicken 1kg", ,1.99000, ,1.99000,2.99000,,0.334450,,0, , ,"Frozen Protein", , ,Standard, ,1403871, 
"Dark Red Kidney Beans 1.5kg","Dark Red Kidney Beans 1.5kg",3.00000, ,3.00000,3.99000,,0.248120,,0, ,5061004299710,Beans, , ,Standard, ,1442655, 
"Kala Chana 1.5kg","Kala Chana 1.5kg",2.20000, ,2.20000,2.99000,,0.264210,,0, ,5061004290496,Groceries, , ,Standard, ,1442683, 
"Puregro Moringa Tea 40g","Moringa Tea 40g",1.20000, ,1.20000,1.79000,,0.329610,,0, ,5061004295897,Tea, , ,Standard, ,1442689, 
"Pink Peanut Jumbo","Pink Peanut Jumbo",1.20000, ,1.20000,1.59000,,0.245280,,0, ,5060331899617,Grocery, , ,Standard, ,1442906, 
"Red Split Lentils","Red Split Lentils",2.00000, ,2.00000,2.99000,,0.331100,,0, ,5061004292971,Grocery, , ,Standard, ,1442915, 
"Rice Flour 1.5Kg","Rice Flour 1.5Kg",2.00000, ,2.00000,2.69000,,0.256510,,0, ,5061004298430,flour, , ,Standard, ,1442934, 
"Rice Flour 4kg","Rice Flour 4kg",4.80000, ,4.80000,6.49000,,0.260400,,0, ,"5061004298096,5061004298492",flour, , ,Standard, ,1442940, 
"Puregro Sorrel & Ginger Tea 40g","Sorrel & Ginger Tea 40g",1.42000, ,1.42000,1.79000,,0.206700,,0, ,5061004293275,Tea, , ,Standard, ,1442988, 
"Urid Dal 1.5Kg","Urid Dal 1.5Kg",3.25000, ,3.25000,4.39000,,0.259680,,0, ,5061004296412,Tea, , ,Standard, ,1443013, 
"7Up pack of 24","7Up pack of 24",13.99000, ,13.99000,17.99000,,0.222350,,0, , ,Drinks, , ,Standard, ,1443024, 
"Malta guineas 3 cans", ,1.65000, ,1.65000,2.50000,,0.340000,,0, ,"5010162000164,5025866000181,5449000268686,5449000064110,5000213018255",Drinks, , ,Standard, ,1443992, 
"Pan orange pack", ,2.30000, ,2.30000,3.20000,,0.281250,,0, ,"5010162000164,739907002069,7591002000547",flour, , ,Standard, ,1443997, 
"Oloyin beans 20kg", ,46.00000, ,46.00000,56.00000,,0.178570,,0, , ,Beans, , ,Standard, ,1479240, 
"Ijebu Gari 20kg", ,16.34000, ,16.34000,24.00000,,0.319170,,0, , ,Garri, , ,Standard, ,1479258, 
"Amigo Pk of 8","Amigo Pk of 8",2.70000, ,2.70000,3.99000,,0.323310,,0, ,"5319990227270,5319990227393",Drinks, , ,Standard, ,1535989, 
"Boom Shack-Lak Chipotle","Boom Shack-Lak Chipotle",2.25000, ,2.25000,2.99000,,0.247490,,0, ,"5061028340931,5061028340955",spice, , ,Standard, ,1538650, 
"Grandious Pap Yellow 500g","Grandious Pap Yellow 500g",1.70000, ,1.70000,2.70000,,0.370370,,0, ,718117784699,Beverage, , ,Standard, ,1611170, 
"Kurkure Chili Chakata 68g","Kurkure Chili Chakata 68g",0.34000, ,0.34000,0.50000,,0.320000,,0, ,8901491100533,snacks, , ,Standard, ,1611242, 
"Chili Kurture 72g","Chili Kurture 72g",0.40000, ,0.40000,0.55000,,0.272730,,0, ,8901491103084,snacks, , ,Standard, ,1611252, 
"Kurture  Green Chutney 68g","Kurture  Green Chutney 68g",0.34000, ,0.34000,0.50000,,0.320000,,0, ,8901491100533,snacks, , ,Standard, ,1611263, 
"Kurture Munch Masala 75g","Kurture Munch Masala 75g",0.34000, ,0.34000,0.50000,,0.320000,,0, ,8901491100519,snacks, , ,Standard, ,1611284, 
"Olu Olu Poundo 8kg","Olu Olu Poundo 8kg",22.99000, ,22.99000,28.99000,,0.206970,,0, ,5030666000224,flour, , ,Standard, ,1611312, 
"Olu Olu Poundo 4kg","Olu Olu Poundo 4kg",13.50000, ,13.50000,16.99000,,0.205410,,0, ,5030666000217,flour, , ,Standard, ,1611330, 
"Honey Beans 20kg","Honey Beans 20kg",34.00000, ,34.00000,48.00000,,0.291670,,0, , ,Beans, , ,Standard, ,1611386, 
"Puregro Ghana Gari 3.5Kg","Ghana Gari 3.5Kg",5.25000, ,5.25000,6.99000,,0.248930,,0, ,"5061004298331,5061004298331,5056876202258",Garri, , ,Standard, ,1611420, 
"Milo Refill 800g","Milo Refill 800g",6.70000, ,6.70000,8.99000,,0.254730,,0, ,6033000683151,beaverage, , ,Standard, ,1611447, 
"Maaza 200ml","Maaza 200ml",0.44000, ,0.44000,0.70000,,0.371430,,0, ,8901764092824,Drinks, , ,Standard, ,1611479, 
"Maaza Tetra 125ml","Maaza Tetra 125ml",0.31000, ,0.31000,0.50000,,0.380000,,0, , ,Drinks, , ,Standard, ,1611490, 
"Ducros 20g","Ducros 20g",0.50000, ,0.50000,1.00000,,0.500000,,0, ,"3275920039158,3275920039165",spice, , ,Standard, ,1611626, 
"Olu Olu Plantain Chips yellow","Olu Olu Plantain Chips",15.99000, ,15.99000,19.99000,,0.200100,,0, , ,snacks, , ,Standard, ,1611680, 
"All Purpose Seasoning 300g","All Purpose Seasoning 300g",1.38000, ,1.38000,1.99000,,0.306530,,0, ,5060331890034,seasoning, , ,Standard, ,1611688, 
"Puregro Aromatic Basmati Rice 10Kg","Puregro Aromatic Basmati Rice 10Kg",14.50000, ,14.50000,16.99000,,0.146560,,0, ,8906049094210,Rice, , ,Standard, ,1611702, 
"Barbeque Seasoning 100g","Barbeque Seasoning 100g",0.58000, ,0.58000,0.79000,,0.265820,,0, ,5061004290946,seasoning, , ,Standard, ,1611710, 
"Puregro Chicken Seasoning 100g","Puregro Chicken Seasoning 100g",0.58000, ,0.58000,0.79000,,0.265820,,0, ,5060331899914,seasoning, , ,Standard, ,1611762, 
"Chili and Lemon Seasoning 100g","Chili and Lemon Seasoning 100g",0.63000, ,0.63000,0.89000,,0.292130,,0, , ,seasoning, , ,Standard, ,1611796, 
"Chili and Lemon Seasoning 100g","Chili and Lemon Seasoning 100g",0.63000, ,0.63000,0.89000,,0.292130,,0, ,5061004293671,seasoning, , ,Standard, ,1611814, 
"Honey Beans 1.5kg","Honey Beans 1.5kg",4.34000, ,4.34000,5.99000,,0.275460,,0, ,"5061004298850,5056876202371",Beans, , ,Standard, ,1611850, 
"Jerk Seasoning 100g","Jerk Seasoning 100g",0.70000, ,0.70000,0.89000,,0.213480,,0, ,5060331890232,seasoning, , ,Standard, ,1611861, 
"Puregro Pounded Yam 4kg","Puregro Pounded Yam 4kg",10.60000, ,10.60000,13.99000,,0.242320,,0, ,5060331897804,flour, , ,Standard, ,1611896, 
